,community,clean,smell,noise,town,district,longitude,latitude,score,coordinates,mobike_count,service_count,leisure_count,culture_count,classe
296,红春公寓居委会,3,1,1,虹桥镇,闵行区,121.381756553822,31.1882830737049,0.9166666666666665,POINT (121.381756553822 31.1882830737049),-0.45349458022086986,-0.572070850035654,-0.25537519652439156,0.4142581174876589,very happy
297,红枫苑居委会,3,1,1,东明路街道,浦东新区,121.522588997684,31.141205938803,0.9166666666666665,POINT (121.522588997684 31.141205938803),-0.7555228182932232,-0.9351688453716208,-0.79015692019376,-0.8509374217465573,very happy
298,红菱居委会,1,0,1,朱泾镇,金山区,121.156129964226,30.906708899696,0.41666666666666663,POINT (121.156129964226 30.906708899696),-0.9401915124288907,-0.4510381849236651,-0.5227660583590759,-0.0074737289237464645,very unhappy
299,绿园居委会,3,1,1,彭浦镇,静安区,121.432446903901,31.2727770383297,0.9166666666666665,POINT (121.432446903901 31.2727770383297),0.7028421026847116,-0.20897285469968727,-0.4559183429004047,-0.8509374217465573,very happy
300,绿地居委会,3,1,1,高行镇,浦东新区,121.609735548656,31.2925200935275,0.9166666666666665,POINT (121.609735548656 31.2925200935275),-0.8608012327070149,0.5172231359722463,-0.6564614892764179,-0.0074737289237464645,very happy
301,绿地居委会,3,1,1,漕泾镇,金山区,121.400061649725,30.8005748229697,0.9166666666666665,POINT (121.400061649725 30.8005748229697),-0.9401915124288907,-0.9351688453716208,-0.9238523511111022,-0.8509374217465573,very happy
302,绿川新村四居委会,2,1,1,北蔡镇,浦东新区,121.542740575317,31.1726301864339,0.8333333333333333,POINT (121.542740575317 31.1726301864339),-0.7192794297245408,-0.693103515147643,-0.8570046356524311,-0.8509374217465573,happy
303,绿梅二村居委会,3,1,1,莘庄镇,闵行区,121.36603569669,31.1175151188277,0.9166666666666665,POINT (121.36603569669 31.1175151188277),-0.809024963323183,-0.20897285469968727,0.012015665310292719,-0.0074737289237464645,very happy
304,绿波苑居委会,2,1,1,唐镇,浦东新区,121.660783946721,31.2104870022733,0.8333333333333333,POINT (121.660783946721 31.2104870022733),-0.8987704969218251,-1.0562015104836098,-0.723309204735089,-0.8509374217465573,happy
305,罗山五村居委会,2,1,1,金杨新村街道,浦东新区,121.551500067374,31.2520009381927,0.8333333333333333,POINT (121.551500067374 31.2520009381927),-0.8021214607386721,-0.20897285469968727,-0.79015692019376,-0.42920557533515186,happy
306,罗秀苑居委会,3,1,1,梅陇镇,闵行区,121.405713176521,31.1287127152197,0.9166666666666665,POINT (121.405713176521 31.1287127152197),-0.08415719194953492,-0.20897285469968727,-0.5896137738177468,-0.8509374217465573,very happy
307,罗阳新村第六居委会,3,1,1,梅陇镇,闵行区,121.399848013075,31.1252019858829,0.9166666666666665,POINT (121.399848013075 31.1252019858829),-0.2084202384707317,0.03309247552429061,-0.5896137738177468,-0.42920557533515186,very happy
308,羽洋居委会,3,1,1,洋泾街道,浦东新区,121.549324419386,31.2391086332568,0.9166666666666665,POINT (121.549324419386 31.2391086332568),-0.7210053053706685,-0.4510381849236651,-0.5896137738177468,-0.42920557533515186,very happy
309,胶东路一居委会,2,1,1,浦兴路街道,浦东新区,121.596342904101,31.2600710018753,0.8333333333333333,POINT (121.596342904101 31.2600710018753),-0.6882136680942417,-0.572070850035654,-0.5896137738177468,-0.8509374217465573,happy
310,航华三村第一居委会,3,1,1,七宝镇,闵行区,121.344081787744,31.168550777996,0.9166666666666665,POINT (121.344081787744 31.168550777996),-0.5415142381733843,-0.3300055198116762,-0.25537519652439156,-0.0074737289237464645,very happy
311,艺康苑居委会,1,1,0,彭浦新村街道,静安区,121.440844564525,31.3204542215851,0.41666666666666663,POINT (121.440844564525 31.3204542215851),1.2516705581533307,-0.20897285469968727,1.1484268281077008,0.8359899638990643,very unhappy
312,芙蓉江路第一居委会,2,1,1,仙霞新村街道,长宁区,121.39197295209,31.2100072436394,0.8333333333333333,POINT (121.39197295209 31.2100072436394),0.03320235198715096,0.03309247552429061,1.282122259025043,1.679453656721875,happy
313,芝巷居委会,2,1,1,长征镇,普陀区,121.385799277114,31.2394323550192,0.8333333333333333,POINT (121.385799277114 31.2394323550192),0.37319985427431446,0.03309247552429061,0.47994967352099016,-0.8509374217465573,happy
314,茂兴路居委会,2,1,1,塘桥街道,浦东新区,121.505756508356,31.2103320023201,0.8333333333333333,POINT (121.505756508356 31.2103320023201),-0.3672007979144832,-0.572070850035654,-0.32222291198306263,0.4142581174876589,happy
315,莘松居委会,2,1,1,新桥镇,松江区,121.323093905359,31.0954404354278,0.8333333333333333,POINT (121.323093905359 31.0954404354278),-0.9332880098443798,-0.693103515147643,-0.9238523511111022,-0.8509374217465573,happy
316,莲溪一居委会,2,1,0,北蔡镇,浦东新区,121.557838602469,31.188224824616,0.5,POINT (121.557838602469 31.188224824616),-0.7279088079551795,-0.08794018958769832,-0.32222291198306263,-0.8509374217465573,very unhappy
317,菊泉居委会,3,1,1,顾村镇,宝山区,121.369355967603,31.358504421342,0.9166666666666665,POINT (121.369355967603 31.358504421342),-0.6588737821100702,-0.693103515147643,-0.5227660583590759,-0.8509374217465573,very happy
318,蓝天居委会,3,1,1,五角场街道,杨浦区,121.511005990534,31.2991096887611,0.9166666666666665,POINT (121.511005990534 31.2991096887611),3.296833198814695,0.6382558010842353,1.6163608363183983,1.2577218103104697,very happy
319,蓝天居委会,3,1,1,花木街道,浦东新区,121.568416056056,31.239335319969,0.9166666666666665,POINT (121.568416056056 31.239335319969),-0.717553554078413,-0.572070850035654,-0.79015692019376,0.4142581174876589,very happy
320,虬江居委会,3,1,1,五角场镇,杨浦区,121.549675649611,31.3112655577593,0.9166666666666665,POINT (121.549675649611 31.3112655577593),-0.41207356471380424,-0.572070850035654,-0.6564614892764179,-0.8509374217465573,very happy
321,虹二居委会,3,1,1,徐家汇街道,徐汇区,121.421306258876,31.1978573551328,0.9166666666666665,POINT (121.421306258876 31.1978573551328),0.6786798436389233,0.3961904708602574,0.41310195806231914,2.1011855031332805,very happy
322,虹仙居委会,3,1,1,仙霞新村街道,长宁区,121.379974957278,31.2070149150063,0.9166666666666665,POINT (121.379974957278 31.2070149150063),-0.41552531600605974,-0.20897285469968727,-0.32222291198306263,-0.0074737289237464645,very happy
323,虹仪居委会,3,1,1,欧阳路街道,虹口区,121.484281643083,31.2721365042962,0.9166666666666665,POINT (121.484281643083 31.2721365042962),2.1681105262471574,2.2116804475400915,0.07886338076896379,0.8359899638990643,very happy
324,虹华苑居委会,2,1,1,虹桥镇,闵行区,121.377224136184,31.1878707354461,0.8333333333333333,POINT (121.377224136184 31.1878707354461),-0.3758301761451219,-0.572070850035654,0.14571109622763484,-0.0074737289237464645,happy
325,虹南居委会,2,1,1,虹梅路街道,徐汇区,121.403402664401,31.1820388271302,0.8333333333333333,POINT (121.403402664401 31.1820388271302),-0.32060215546903437,-0.693103515147643,-0.6564614892764179,-0.42920557533515186,happy
326,虹南居委会,2,1,1,虹桥街道,长宁区,121.413602092462,31.1934427010198,0.8333333333333333,POINT (121.413602092462 31.1934427010198),0.18680528449251924,0.2751578057482685,-0.32222291198306263,1.2577218103104697,happy
327,虹南居委会,2,1,1,北蔡镇,浦东新区,121.551489454474,31.1874386939406,0.8333333333333333,POINT (121.551489454474 31.1874386939406),-0.7658780721699896,-0.3300055198116762,-0.12167976560704942,-0.8509374217465573,happy
328,虹叶居委会,3,1,1,嘉兴路街道,虹口区,121.499470893866,31.2646606856421,0.9166666666666665,POINT (121.499470893866 31.2646606856421),1.5882163091482389,0.3961904708602574,0.07886338076896379,0.4142581174876589,very happy
329,虹桥居委会,2,1,1,虹桥街道,长宁区,121.406991489965,31.1997558788307,0.8333333333333333,POINT (121.406991489965 31.1997558788307),0.0038624660029794944,-0.08794018958769832,0.279406527144977,0.4142581174876589,happy
330,虹桥居委会,2,1,1,虹桥镇,闵行区,121.388636106671,31.1821196258201,0.8333333333333333,POINT (121.388636106671 31.1821196258201),-0.32923153369967306,-0.4510381849236651,-0.723309204735089,0.4142581174876589,happy
331,虹纺居委会,2,1,0,仙霞新村街道,长宁区,121.384202481359,31.2045261950279,0.5,POINT (121.384202481359 31.2045261950279),-0.32923153369967306,-0.08794018958769832,-0.18852748106572048,-0.42920557533515186,very unhappy
332,西安居委会,3,1,1,提篮桥街道,虹口区,121.491387458164,31.2524056214223,0.9166666666666665,POINT (121.491387458164 31.2524056214223),1.030758475448981,0.5172231359722463,0.07886338076896379,-0.42920557533515186,very happy
333,西成居委会,4,1,1,淮海中路街道,黄浦区,121.47001245541,31.2192640230163,1.0,POINT (121.47001245541 31.2192640230163),1.0445654806180027,1.122386461532191,1.8169039826944116,-0.0074737289237464645,very happy
334,西林塔居委会,2,1,1,岳阳街道,松江区,121.221728019732,31.0094402862402,0.8333333333333333,POINT (121.221728019732 31.0094402862402),-0.9401915124288907,0.3961904708602574,0.6804928198970034,-0.0074737289237464645,happy
335,西街居委会,2,1,1,漕河泾街道,徐汇区,121.422013246514,31.1667860392443,0.8333333333333333,POINT (121.422013246514 31.1667860392443),0.36284460039754807,0.2751578057482685,-0.25537519652439156,0.8359899638990643,happy
336,西街居委会,2,1,1,莘庄镇,闵行区,121.371974656705,31.1055823383542,0.8333333333333333,POINT (121.371974656705 31.1055823383542),-0.7002947976171358,-0.4510381849236651,0.21255881168630592,1.2577218103104697,happy
337,西街居委会,2,1,1,大场镇,宝山区,121.411306443437,31.303954335724,0.8333333333333333,POINT (121.411306443437 31.303954335724),-0.3775560517912496,-0.814136180259632,-0.5227660583590759,-0.42920557533515186,happy
338,西街居委会,2,1,1,高桥镇,浦东新区,121.574903545861,31.3442102055366,0.8333333333333333,POINT (121.574903545861 31.3442102055366),-0.8642529839992704,-0.4510381849236651,-0.12167976560704942,1.2577218103104697,happy
339,解放居委会,2,1,1,张堰镇,金山区,121.279157750729,30.8035292568697,0.8333333333333333,POINT (121.279157750729 30.8035292568697),-0.9401915124288907,-0.814136180259632,-0.5896137738177468,-0.8509374217465573,happy
340,谈家宅居委会,2,1,1,共和新路街道,静安区,121.446236546079,31.2674430756374,0.8333333333333333,POINT (121.446236546079 31.2674430756374),0.8271051492059084,0.15412514063627955,0.8810359662730166,0.4142581174876589,happy
341,谈家桥八十弄居委会,2,1,1,共和新路街道,静安区,121.448308589469,31.2620583381218,0.8333333333333333,POINT (121.448308589469 31.2620583381218),0.8840590455281235,0.3961904708602574,0.7473405353556745,0.4142581174876589,happy
342,豪世盛地园居委会,3,1,1,七宝镇,闵行区,121.339289444452,31.1521117807341,0.9166666666666665,POINT (121.339289444452 31.1521117807341),-0.5639506215730448,0.5172231359722463,0.012015665310292719,-0.0074737289237464645,very happy
343,贝港第二居委会,2,1,0,南桥镇,奉贤区,121.442863429203,30.9154054886724,0.5,POINT (121.442863429203 30.9154054886724),-0.9401915124288907,-0.20897285469968727,-0.4559183429004047,-0.8509374217465573,very unhappy
344,赵巷居委会,2,0,0,赵巷镇,青浦区,121.193317537874,31.1536998431732,0.16666666666666666,POINT (121.193317537874 31.1536998431732),-0.9332880098443798,-0.9351688453716208,-0.38907062744173365,-0.8509374217465573,very unhappy
345,车站村村委会,2,1,0,大团镇,浦东新区,121.755895752586,30.9735519658506,0.5,POINT (121.755895752586 30.9735519658506),-0.9401915124288907,-0.9351688453716208,-0.9238523511111022,-0.8509374217465573,very unhappy
346,通河七村一居委会,3,1,0,张庙街道,宝山区,121.448384208064,31.331089917066,0.5833333333333333,POINT (121.448384208064 31.331089917066),1.0031444651109371,0.5172231359722463,0.21255881168630592,0.4142581174876589,very unhappy
347,通河七村二居委会,3,1,1,张庙街道,宝山区,121.44855354411,31.3293498925835,0.9166666666666665,POINT (121.44855354411 31.3293498925835),1.056646610140897,0.7592884661962241,0.14571109622763484,0.8359899638990643,very happy
348,通河三村一居委会,2,1,0,张庙街道,宝山区,121.439192054869,31.3354491000959,0.5,POINT (121.439192054869 31.3354491000959),0.6061930665015585,-0.693103515147643,-0.12167976560704942,-0.8509374217465573,very unhappy
349,通海居委会,2,1,1,嘉兴路街道,虹口区,121.490457421572,31.2615670070118,0.8333333333333333,POINT (121.490457421572 31.2615670070118),1.4518721331041478,1.9696151173161138,0.07886338076896379,-0.42920557533515186,happy
350,邬桥居委会,2,1,0,庄行镇,奉贤区,121.398561654296,30.9629757677175,0.5,POINT (121.398561654296 30.9629757677175),-0.9401915124288907,-0.814136180259632,-0.79015692019376,-0.42920557533515186,very unhappy
351,邮电新村居委会,3,1,1,宝山路街道,静安区,121.465277899855,31.2575864502545,0.9166666666666665,POINT (121.465277899855 31.2575864502545),1.230960050399798,0.03309247552429061,0.41310195806231914,-0.0074737289237464645,very happy
352,邮电新村居委会,3,1,1,欧阳路街道,虹口区,121.490945944999,31.27348883734,0.9166666666666665,POINT (121.490945944999 31.27348883734),1.7504486198842457,1.4854844568681578,-0.12167976560704942,1.2577218103104697,very happy
353,邵厂居委会,3,0,0,四团镇,奉贤区,121.752964896213,30.9123212034608,0.25,POINT (121.752964896213 30.9123212034608),-0.9401915124288907,-1.0562015104836098,-0.9238523511111022,-0.8509374217465573,very unhappy
354,金丰城第一居委会,3,1,1,华漕镇,闵行区,121.279012618137,31.2103700256562,0.9166666666666665,POINT (121.279012618137 31.2103700256562),-0.8918669943373142,-0.814136180259632,-0.6564614892764179,-0.42920557533515186,very happy
355,金台路第二居委会,2,1,1,金杨新村街道,浦东新区,121.581776072308,31.2500332782132,0.8333333333333333,POINT (121.581776072308 31.2500332782132),-0.5328848599427456,-0.693103515147643,-0.38907062744173365,-0.42920557533515186,happy
356,金园社区居委会,3,1,1,江桥镇,嘉定区,121.313110526829,31.2443865457025,0.9166666666666665,POINT (121.313110526829 31.2443865457025),0.0556387353868115,-0.814136180259632,-0.38907062744173365,-0.8509374217465573,very happy
357,金坛居委会,3,1,1,小东门街道,黄浦区,121.492895870348,31.2195480585961,0.9166666666666665,POINT (121.492895870348 31.2195480585961),0.8409121543749302,1.122386461532191,0.8141882508143455,-0.42920557533515186,very happy
358,金枫居委会,3,1,0,唐镇,浦东新区,121.676202447285,31.2428440348243,0.5833333333333333,POINT (121.676202447285 31.2428440348243),-0.9281103829059966,-0.3300055198116762,-0.5227660583590759,-0.8509374217465573,very unhappy
359,金沙新村居委会,4,1,1,长风新村街道,普陀区,121.410684980427,31.2323001799094,1.0,POINT (121.410684980427 31.2323001799094),0.7080197296230948,0.15412514063627955,0.6136451044383323,2.1011855031332805,very happy
360,金沙滩居委会,2,1,1,岳阳街道,松江区,121.23366449552,31.0025217082103,0.8333333333333333,POINT (121.23366449552 31.0025217082103),-0.9401915124288907,-0.20897285469968727,0.14571109622763484,-0.0074737289237464645,happy
361,金沙雅苑居委会,2,1,1,长征镇,普陀区,121.36503162431,31.2422383800972,0.8333333333333333,POINT (121.36503162431 31.2422383800972),0.5941119369786644,0.2751578057482685,-0.38907062744173365,-0.8509374217465573,happy
362,金莱社区居委会,3,1,1,江桥镇,嘉定区,121.311177224549,31.2416009487248,0.9166666666666665,POINT (121.311177224549 31.2416009487248),0.026298849402640028,-0.814136180259632,-0.5227660583590759,-0.8509374217465573,very happy
363,金葫芦第二社区居委会,3,1,1,赵巷镇,青浦区,121.21334108892,31.163584848462,0.9166666666666665,POINT (121.21334108892 31.163584848462),-0.9401915124288907,-0.9351688453716208,-0.723309204735089,-0.8509374217465573,very happy
364,金葵路第一居委会,3,1,1,金桥镇,浦东新区,121.625979721287,31.2428066050408,0.9166666666666665,POINT (121.625979721287 31.2428066050408),-0.9246586316137411,-0.9351688453716208,-0.723309204735089,-0.8509374217465573,very happy
365,金虹社区居委会,2,1,1,江桥镇,嘉定区,121.313152548551,31.2486156912611,0.8333333333333333,POINT (121.313152548551 31.2486156912611),-0.32060215546903437,-0.693103515147643,-0.38907062744173365,-0.8509374217465573,happy
366,金豪居委会,3,1,1,山阳镇,金山区,121.349421733626,30.7364005327584,0.9166666666666665,POINT (121.349421733626 30.7364005327584),-0.9401915124288907,-1.0562015104836098,-0.32222291198306263,-0.8509374217465573,very happy
367,铁岭路五十弄居委会,2,1,1,四平路街道,杨浦区,121.510878571888,31.2811530756539,0.8333333333333333,POINT (121.510878571888 31.2811530756539),2.073187365710132,0.6382558010842353,0.34625424260364807,0.8359899638990643,happy
368,银杏社区居委会,3,0,0,嘉定镇街道,嘉定区,121.235307221451,31.3771056109352,0.25,POINT (121.235307221451 31.3771056109352),-0.9281103829059966,-0.814136180259632,-0.38907062744173365,-0.42920557533515186,very unhappy
369,锦秋第一居委会,3,1,1,大场镇,宝山区,121.386613816474,31.3251627993237,0.9166666666666665,POINT (121.386613816474 31.3251627993237),-0.5604988702807894,-0.4510381849236651,-0.6564614892764179,0.8359899638990643,very happy
370,长宁路一居委会,2,0,1,华阳路街道,长宁区,121.421839403066,31.2290944556446,0.5,POINT (121.421839403066 31.2290944556446),0.3662963516898035,0.2751578057482685,0.14571109622763484,3.788112888778902,very unhappy
371,长宁路一居委会,2,0,1,华阳路街道,长宁区,121.421839403066,31.2290944556446,0.5,POINT (121.421839403066 31.2290944556446),0.3662963516898035,0.2751578057482685,0.14571109622763484,3.788112888778902,very unhappy
372,长宏新苑居委会,3,1,1,淞南镇,宝山区,121.488321905831,31.3435066182358,0.9166666666666665,POINT (121.488321905831 31.3435066182358),0.09878562654000483,-0.3300055198116762,-0.4559183429004047,-0.8509374217465573,very happy
373,长江居委会,3,1,0,南京东路街道,黄浦区,121.464020669218,31.2364652640607,0.5833333333333333,POINT (121.464020669218 31.2364652640607),0.6786798436389233,2.6958111079880474,3.889183161913215,0.4142581174876589,very unhappy
374,长风一村居委会,2,1,0,长风新村街道,普陀区,121.398820231868,31.2287184544931,0.5,POINT (121.398820231868 31.2287184544931),0.05218698409455603,-0.08794018958769832,-0.38907062744173365,-0.0074737289237464645,very unhappy
375,陈家宅居委会,2,1,1,徐家汇街道,徐汇区,121.428500064526,31.1852848823914,0.8333333333333333,POINT (121.428500064526 31.1852848823914),0.5975636882709198,2.937876438212025,1.8837516981530826,2.1011855031332805,happy
376,陈家宅居委会,2,1,1,潍坊新村街道,浦东新区,121.512170204291,31.2240346099093,0.8333333333333333,POINT (121.512170204291 31.2240346099093),-0.5570471189885339,0.5172231359722463,0.279406527144977,-0.8509374217465573,happy
377,陈家宅居委会,2,1,1,沪东新村街道,浦东新区,121.570743689469,31.2674250577202,0.8333333333333333,POINT (121.570743689469 31.2674250577202),-0.8469942275379931,-0.3300055198116762,-0.4559183429004047,-0.0074737289237464645,happy
378,露香居委会,3,1,1,豫园街道,黄浦区,121.480364949882,31.2276992411271,0.9166666666666665,POINT (121.480364949882 31.2276992411271),1.489841397318958,2.8168437731000364,4.156574023747899,0.4142581174876589,very happy
379,青安社区居委会,1,0,1,夏阳街道,青浦区,121.116967089059,31.1615757378301,0.41666666666666663,POINT (121.116967089059 31.1615757378301),-0.9401915124288907,-0.572070850035654,0.012015665310292719,-0.42920557533515186,very unhappy
380,鞍山四村第一居委会,2,1,1,四平路街道,杨浦区,121.505674494682,31.2784463546155,0.8333333333333333,POINT (121.505674494682 31.2784463546155),1.8298388996061214,0.3961904708602574,0.41310195806231914,2.1011855031332805,happy
381,鞍山路三一零弄居委会,2,1,1,四平路街道,杨浦区,121.504818148538,31.2821907539002,0.8333333333333333,POINT (121.504818148538 31.2821907539002),1.871259915113187,-0.20897285469968727,0.07886338076896379,2.9446491959560914,happy
382,香山新村一居委会,3,1,1,金杨新村街道,浦东新区,121.567570405549,31.2423953037003,0.9166666666666665,POINT (121.567570405549 31.2423953037003),-0.6329856474181541,-0.4510381849236651,-0.723309204735089,0.4142581174876589,very happy
383,香花桥街居委会,3,1,1,塘桥街道,浦东新区,121.508542072958,31.2158313980006,0.9166666666666665,POINT (121.508542072958 31.2158313980006),-0.4983673470201909,-0.3300055198116762,-0.4559183429004047,0.4142581174876589,very happy
384,馨汇南苑居委会,2,1,1,漕河泾街道,徐汇区,121.435373692641,31.1632336164382,0.8333333333333333,POINT (121.435373692641 31.1632336164382),0.4387831288271683,0.15412514063627955,-0.38907062744173365,-0.0074737289237464645,happy
385,馨苑居委会,3,1,1,凉城新村街道,虹口区,121.459130978811,31.2919417116407,0.9166666666666665,POINT (121.459130978811 31.2919417116407),0.1643689010928587,-0.693103515147643,-0.5227660583590759,-0.8509374217465573,very happy
386,馨苑居委会,3,1,1,万祥镇,浦东新区,121.812223229518,30.9674917601366,0.9166666666666665,POINT (121.812223229518 30.9674917601366),-0.9401915124288907,-1.0562015104836098,-0.9238523511111022,-0.8509374217465573,very happy
387,马路桥居委会,3,1,0,岳阳街道,松江区,121.222332791325,31.0065537664432,0.5833333333333333,POINT (121.222332791325 31.0065537664432),-0.9401915124288907,0.2751578057482685,0.6136451044383323,-0.0074737289237464645,very unhappy
388,高华新村第三居委会,2,1,1,江川路街道,闵行区,121.418534149031,31.0038836873823,0.8333333333333333,POINT (121.418534149031 31.0038836873823),-0.9212068803214857,-0.572070850035654,-0.38907062744173365,-0.8509374217465573,happy
389,鸿兴居委会,3,1,1,提篮桥街道,虹口区,121.497307079158,31.2586967640444,0.9166666666666665,POINT (121.497307079158 31.2586967640444),1.1377627655089004,0.6382558010842353,0.14571109622763484,0.4142581174876589,very happy
390,黄渡路居委会,2,1,1,四川北路街道,虹口区,121.476928661028,31.2691603211919,0.8333333333333333,POINT (121.476928661028 31.2691603211919),1.50364840248798,3.179941768436003,0.8810359662730166,1.679453656721875,happy
391,鼎信居委会,4,1,0,方松街道,松江区,121.228428778365,31.0328140016649,0.6666666666666666,POINT (121.228428778365 31.0328140016649),-0.9401915124288907,-0.3300055198116762,-0.5227660583590759,-0.42920557533515186,very unhappy
392,齐河第四居委会,2,1,0,周家渡街道,浦东新区,121.511665166614,31.1836392948176,0.5,POINT (121.511665166614 31.1836392948176),-0.5294331086504901,-0.3300055198116762,-0.5896137738177468,-0.8509374217465573,very unhappy
393,龙阳居委会,3,1,0,徐泾镇,青浦区,121.272024461359,31.1710851691452,0.5833333333333333,POINT (121.272024461359 31.1710851691452),-0.8677047352915259,-0.814136180259632,-0.4559183429004047,-0.0074737289237464645,very unhappy
394,龙阳路居委会,3,1,0,塘桥街道,浦东新区,121.524910617331,31.2071493942291,0.5833333333333333,POINT (121.524910617331 31.2071493942291),-0.6519702795255592,-0.3300055198116762,-0.4559183429004047,0.4142581174876589,very unhappy
